property_name,areaWithType,square_feet,transaction,status,furnishing,facing,price_per_sqft (₹),price (₹ Lac),floor_cleaned
2 BHK Apartment for Sale in Pal Surat,Carpet Area,700.0,New Property,Ready to Move,Furnished,East,3700.0,43.4,1
2 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,645.0,New Property,Ready to Move,Unfurnished,East,3087.0,36.4,4
1 BHK Apartment for Sale in dream home real estate Surat,Super Area,813.0,New Property,Poss. by Dec '25,Unfurnished,East,3507.0,28.5,8
2 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,706.0,New Property,Poss. by Apr '25,Unfurnished,East,3016.0,38.0,9
2 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,800.0,Resale,Poss. by Apr '25,Unfurnished,East,3311.0,42.4,5
"2 BHK Apartment for Sale in Griva Shivalik Residency, Bhimrad Surat",Super Area,1168.0,New Property,Ready to Move,Unfurnished,East,4000.0,46.7,5
2 BHK Villa for Sale in Masma Village Surat,Carpet Area,1100.0,Resale,Poss. by Aug '24,Unfurnished,East,3155.0,34.7,5
"2 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Super Area,1219.0,Resale,Ready to Move,Unfurnished,East,3363.0,41.0,6
"2 BHK Apartment for Sale in Divine Residency, Palanpur Gam Surat",Super Area,1191.0,Resale,Ready to Move,Unfurnished,East,3023.0,36.0,4
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat",Super Area,1127.0,Resale,Ready to Move,Unfurnished,East,3993.0,45.0,16
"1 BHK Apartment for Sale in Shayona Janki Residency, Jahangirabad Surat",Super Area,650.0,Resale,Ready to Move,Furnished,East,3385.0,22.0,5
"2 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Super Area,1219.0,Resale,Ready to Move,Semi-Furnished,East,3610.0,44.0,7
1 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1040.0,Resale,Ready to Move,Unfurnished,East,4700.0,23.0,3
  Plot/Land for Sale in Jahangir Pura Surat,Plot Area,800.0,New Property,Ready to Move,Unfurnished,East,5340.0,42.7,5
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1300.0,Resale,Ready to Move,Furnished,East,3308.0,43.0,7
2 BHK Apartment for Sale in Jahangirabad Surat,Super Area,1180.0,Resale,Ready to Move,Semi-Furnished,North,3220.0,38.0,5
"2 BHK Apartment for Sale in Anand Avenue, Jahangirabad Surat",Super Area,1285.0,Resale,Ready to Move,Semi-Furnished,East,3813.0,49.0,12
1 BHK Apartment for Sale in Dindoli Surat,Carpet Area,434.0,New Property,Ready to Move,Unfurnished,West,2692.0,20.1,8
"2 BHK Apartment for Sale in Santvan Skyon, Palanpur Surat",Super Area,1173.0,Resale,Ready to Move,Furnished,East,4092.0,48.0,13
2 BHK Villa for Sale in Dindoli Surat,Carpet Area,912.0,Resale,Poss. by Oct '24,Unfurnished,East,4700.0,34.1,5
3 BHK  House for Sale in Narthan Surat,Carpet Area,1500.0,New Property,Poss. by May '25,Unfurnished,East,2834.0,42.5,1
"3 BHK Apartment for Sale in Green City, Pal Surat",Carpet Area,900.0,Resale,Ready to Move,Semi-Furnished,East,3024.0,45.5,6
2 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,687.0,New Property,Ready to Move,Unfurnished,East,3647.0,43.2,5
1 BHK Apartment for Sale in Dindoli Surat,Super Area,719.0,New Property,Poss. by Jan '25,Unfurnished,East,2282.0,16.4,3
"1 BHK Apartment for Sale in Ramaa Residency, Jahangirabad Surat",Carpet Area,367.0,New Property,Ready to Move,Unfurnished,East,3781.0,29.0,14
1 BHK Apartment for Sale in Palanpur Gam Surat,Carpet Area,420.0,Resale,Ready to Move,Unfurnished,East,3611.0,25.7,5
2 BHK Villa for Sale in Masma Village Surat,Carpet Area,1260.0,Resale,Ready to Move,Unfurnished,East,2143.0,27.0,5
"3 BHK Apartment for Sale in Penttagon, Palanpur Gam Surat",Super Area,1385.0,New Property,Ready to Move,Unfurnished,East,3610.0,50.0,4
"2 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Super Area,1219.0,Resale,Ready to Move,Unfurnished,East,3445.0,42.0,5
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat",Super Area,1127.0,Resale,Ready to Move,Unfurnished,East,3985.0,44.9,18
"2 BHK Apartment for Sale in Siddhi Vinayak Heights, Pal Surat",Super Area,1205.0,Resale,Ready to Move,Unfurnished,East,3611.0,43.5,8
"2 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Super Area,1219.0,Resale,Ready to Move,Unfurnished,East,3619.0,44.1,6
"2 BHK Apartment for Sale in Shubham Heights, Jahangirabad Surat",Super Area,1233.0,Resale,Ready to Move,Furnished,East,3974.0,49.0,1
  Office Space for Sale in Adajan Patiya Surat,Carpet Area,260.0,Resale,Ready to Move,Unfurnished,East,7561.0,31.0,1
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,900.0,Resale,Ready to Move,Semi-Furnished,South,3067.0,46.0,5
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1266.0,Resale,Ready to Move,Furnished,East,2844.0,36.0,6
2 BHK Apartment for Sale in Palanpur Gam Surat,Super Area,1125.0,Resale,Ready to Move,Semi-Furnished,North,2933.0,33.0,5
"2 BHK Apartment for Sale in Shyam enclave, Jahangirabad Surat",Super Area,1252.0,Resale,Ready to Move,Unfurnished,East,2875.0,36.0,5
1 BHK Apartment for Sale in Dindoli Surat,Carpet Area,434.0,New Property,Ready to Move,Unfurnished,East,2692.0,20.1,8
2 BHK  House for Sale in Dindoli Surat,Carpet Area,912.0,New Property,Poss. by Oct '24,Unfurnished,East,4700.0,33.4,1
  Plot/Land for Sale in Dandi Road Surat,Plot Area,6840.0,New Property,Ready to Move,Unfurnished,East,636.0,43.5,5
"2 BHK Apartment for Sale in Green Paradise, Jahangirabad Surat",Carpet Area,600.0,Resale,Ready to Move,Unfurnished,East,3956.0,40.0,7
"2 BHK Apartment for Sale in Green Paradise, Jahangirabad Surat",Carpet Area,558.0,Resale,Ready to Move,Unfurnished,East,3202.0,32.5,14
2 BHK Apartment for Sale in Dindoli Surat,Super Area,1045.0,Resale,Ready to Move,Furnished,East,3254.0,34.0,7
"2 BHK Apartment for Sale in Green Tulip, Jahangirabad Surat",Carpet Area,710.0,New Property,Ready to Move,Unfurnished,East,4196.0,47.0,1
1 BHK Apartment for Sale in Adajan Surat,Carpet Area,447.0,Resale,Poss. by Apr '26,Unfurnished,East,3546.0,28.5,5
  Plot/Land for Sale in Narthan Surat,Plot Area,1800.0,Resale,Ready to Move,Unfurnished,East,2222.0,40.0,5
"2 BHK Apartment for Sale in Ambica Arihant Heights, Palan Pur Patiya Surat",Super Area,1178.0,New Property,Ready to Move,Semi-Furnished,East,3650.0,43.0,9
"2 BHK Apartment for Sale in Orchid Blossom, Palanpur Surat",Super Area,1050.0,Resale,Ready to Move,Unfurnished,East,3429.0,36.0,3
"2 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Super Area,1219.0,Resale,Ready to Move,Unfurnished,East,3624.0,44.2,6
"2 BHK Apartment for Sale in Divine Residency, Palanpur Gam Surat",Super Area,1180.0,Resale,Ready to Move,Unfurnished,East,3475.0,41.0,4
"2 BHK Villa for Sale in Samarthya Florencia, Masma Village Surat",Carpet Area,946.0,Resale,Ready to Move,Unfurnished,East,32381.0,34.0,5
3 BHK  House for Sale in Narthan Surat,Carpet Area,1500.0,New Property,Ready to Move,Unfurnished,East,2948.0,44.2,2
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1295.0,Resale,Ready to Move,Furnished,East,3707.0,48.0,6
  Shop for Sale in Vesu Surat,Carpet Area,200.0,Resale,Ready to Move,Unfurnished,East,10101.0,40.0,6
"2 BHK Apartment for Sale in Orchid Gardenia, Palanpur Surat",Super Area,1180.0,Resale,Ready to Move,Unfurnished,East,3644.0,43.0,9
1 BHK Apartment for Sale in Dindoli Surat,Carpet Area,428.0,New Property,Ready to Move,Unfurnished,South,2695.0,19.9,8
2 BHK  House for Sale in Dindoli Surat,Carpet Area,912.0,Resale,Poss. by May '25,Unfurnished,East,3509.0,32.0,5
  Plot/Land for Sale in Dandi Road Surat,Plot Area,798.0,New Property,Ready to Move,Unfurnished,East,4788.0,38.2,5
3 BHK  House for Sale in Dindoli Surat,Carpet Area,1600.0,New Property,Ready to Move,Unfurnished,East,3286.0,46.0,2
"2 BHK Apartment for Sale in Shyam enclave, Jahangirabad Surat",Carpet Area,688.0,New Property,Ready to Move,Unfurnished,East,3994.0,50.0,2
2 BHK Apartment for Sale in Althan Surat,Carpet Area,700.0,New Property,Ready to Move,Furnished,East,2976.0,35.0,3
  Plot/Land for Sale in Jothan Surat,Plot Area,840.0,New Property,Ready to Move,Unfurnished,East,5357.0,45.0,5
"1 BHK Apartment for Sale in Orchid Blossom, Palanpur Surat",Carpet Area,422.0,Resale,Ready to Move,Unfurnished,East,4462.0,29.0,4
"3 BHK Apartment for Sale in Green City, Pal Surat",Super Area,1505.0,Resale,Ready to Move,Unfurnished,East,3056.0,46.0,6
"2 BHK Apartment for Sale in Sangini Swaraj, Jahangir Pura Surat",Super Area,1251.0,Resale,Ready to Move,Furnished,East,2839.0,35.5,8
3 BHK  House for Sale in Narthan Surat,Carpet Area,1500.0,New Property,Ready to Move,Unfurnished,East,2967.0,44.5,2
1 BHK Apartment for Sale in Jahangirabad Surat,Super Area,751.0,Resale,Ready to Move,Furnished,East,3196.0,24.0,6
"2 BHK Apartment for Sale in Green City, Bhatha Surat",Super Area,1110.0,Resale,Ready to Move,Semi-Furnished,East,3784.0,42.0,3
"2 BHK Apartment for Sale in Green Paradise, Jahangirabad Surat",Carpet Area,600.0,Resale,Ready to Move,Unfurnished,East,3462.0,35.0,7
2 BHK  House for Sale in Dindoli Surat,Carpet Area,815.0,New Property,Ready to Move,Unfurnished,East,2458.0,29.5,2
2 BHK  House for Sale in Dindoli Surat,Carpet Area,912.0,Resale,Poss. by Aug '24,Unfurnished,East,4700.0,33.5,5
  Plot/Land for Sale in Dandi Road Surat,Plot Area,820.0,New Property,Ready to Move,Unfurnished,East,5794.0,47.5,5
2 BHK Apartment for Sale in Dindoli Surat,Super Area,1143.0,New Property,Ready to Move,Unfurnished,East,2582.0,29.5,5
"1 BHK Apartment for Sale in Orchid Blossom, Palanpur Surat",Super Area,650.0,Resale,Ready to Move,Unfurnished,East,4462.0,29.0,4
"3 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Super Area,1651.0,Resale,Poss. by Sep '24,Unfurnished,East,4100.0,67.7,5
"2 BHK Apartment for Sale in Soham Elegance, Pal Surat",Super Area,1307.0,Resale,Ready to Move,Unfurnished,East,4250.0,55.6,5
"3 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",Super Area,2063.0,Resale,Poss. by Dec '26,Unfurnished,East,4750.0,98.0,5
"3 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Super Area,1651.0,New Property,Poss. by Jan '25,Unfurnished,East,4101.0,67.7,6
3 BHK Apartment for Sale in Bamroli Surat,Carpet Area,929.0,New Property,Poss. by Feb '26,Unfurnished,East,3681.0,62.2,5
3 BHK Apartment for Sale in Bamroli Surat,Carpet Area,832.0,New Property,Poss. by Mar '26,Unfurnished,East,3749.0,69.4,8
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1651.0,New Property,Ready to Move,Unfurnished,East,4240.0,70.0,6
3 BHK Villa for Sale in Dindoli Surat,Carpet Area,1764.0,Resale,Poss. by Nov '24,Unfurnished,East,3204.0,56.5,5
2 BHK Apartment for Sale in Pal Surat,Super Area,1351.0,New Property,Poss. by Apr '25,Unfurnished,East,4251.0,57.4,5
  Office Space for Sale in Vesu Surat,Super Area,1500.0,New Property,Poss. by Jul '25,Unfurnished,East,6191.0,92.9,3
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,925.0,New Property,Poss. by Dec '25,Unfurnished,East,3400.0,57.1,3
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,721.0,New Property,Poss. by Jun '24,Unfurnished,East,4249.0,55.7,7
"3 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Super Area,1651.0,New Property,Poss. by Jun '25,Unfurnished,East,4100.0,67.7,5
"3 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Super Area,1861.0,New Property,Poss. by Dec '24,Unfurnished,East,4250.0,79.1,5
"3 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Carpet Area,1000.0,Resale,Poss. by Dec '24,Unfurnished,East,3951.0,65.2,9
4 BHK Villa for Sale in Dindoli Surat,Carpet Area,2900.0,Resale,Poss. by Jun '24,Unfurnished,East,4700.0,80.5,5
4 BHK Builder Floor for Sale in Varachha Main Road Surat,Super Area,1000.0,Resale,Ready to Move,Unfurnished,North,9000.0,90.0,2
3 BHK  House for Sale in Dindoli Surat,Carpet Area,1600.0,Resale,Ready to Move,Unfurnished,East,2800.0,70.0,1
5 BHK  House for Sale in Parvat Patiya Surat,Carpet Area,1755.0,Resale,Ready to Move,Unfurnished,East,3989.0,70.0,5
3 BHK  House for Sale in Hajira Surat,Carpet Area,850.0,Resale,Ready to Move,Unfurnished,East,7353.0,75.0,1
3 BHK Apartment for Sale in Surat Surat,Super Area,1820.0,Resale,Ready to Move,Furnished,East,3846.0,70.0,1
2 BHK Apartment for Sale in Althan Surat,Carpet Area,900.0,Resale,Ready to Move,Semi-Furnished,East,4333.0,52.0,1
3 BHK Apartment for Sale in Bhimrad Surat,Super Area,1773.0,New Property,Ready to Move,Unfurnished,East,4250.0,75.4,8
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1030.0,Resale,Ready to Move,Unfurnished,East,4210.0,74.5,5
"3 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Super Area,1651.0,New Property,Poss. by Dec '24,Unfurnished,East,4200.0,69.3,5
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1540.0,Resale,Ready to Move,Furnished,East,3896.0,60.0,3
2 BHK Apartment for Sale in Vesu Surat,Super Area,1389.0,New Property,Poss. by Dec '26,Unfurnished,East,4860.0,67.5,8
2 BHK Apartment for Sale in Gauravpath Road Surat,Carpet Area,665.0,Resale,Poss. by Jun '25,Unfurnished,East,4257.0,51.5,4
3 BHK Villa for Sale in Narthan Surat,Carpet Area,1800.0,Resale,Poss. by Jul '24,Unfurnished,East,2778.0,50.0,5
2 BHK Apartment for Sale in Vesu Surat,Super Area,1389.0,New Property,Poss. by Dec '25,Unfurnished,East,4851.0,67.4,5
3 BHK Apartment for Sale in Piplod Surat,Super Area,1050.0,Resale,Ready to Move,Furnished,East,5238.0,55.0,7
2 BHK Apartment for Sale in Althan Surat,Super Area,1305.0,New Property,Poss. by Jun '26,Unfurnished,East,3851.0,50.3,4
2 BHK Apartment for Sale in Parley Point Surat,Carpet Area,1300.0,Resale,Ready to Move,Furnished,East,4700.0,66.3,1
  Plot/Land for Sale in Adajan Surat,Plot Area,855.0,Resale,Ready to Move,Unfurnished,East,9357.0,80.0,3
  Office Space for Sale in Adajan Patiya Surat,Super Area,950.0,Resale,Ready to Move,Unfurnished,East,10526.0,1.0,1
2 BHK Apartment for Sale in Godadara Surat,Super Area,1445.0,New Property,Poss. by Dec '24,Unfurnished,East,3500.0,50.6,7
3 BHK Apartment for Sale in Jahangirabad Surat,Super Area,1750.0,New Property,Ready to Move,Unfurnished,East,3486.0,61.0,4
2 BHK Apartment for Sale in Pal Surat,Super Area,1326.0,Resale,Ready to Move,Unfurnished,East,3846.0,51.0,1
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1209.0,New Property,Ready to Move,Unfurnished,East,4200.0,50.8,9
3 BHK Apartment for Sale in Pal Surat,Super Area,1630.0,Resale,Ready to Move,Unfurnished,East,3129.0,51.0,2
3 BHK Apartment for Sale in Adajan Surat,Super Area,1767.0,Resale,Ready to Move,Furnished,East,4471.0,79.0,4
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1250.0,Resale,Ready to Move,Semi-Furnished,East,4550.0,91.0,7
"3 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Super Area,1651.0,New Property,Poss. by Sep '24,Unfurnished,East,4100.0,67.7,7
3 BHK Apartment for Sale in Piplod Surat,Carpet Area,1105.0,Resale,Ready to Move,Unfurnished,East,4956.0,84.5,7
  Shop for Sale in Surat City Surat,Carpet Area,240.0,Resale,Ready to Move,Unfurnished,East,12708.0,61.0,4
2 BHK Apartment for Sale in Citylight Area Surat,Super Area,1354.0,Resale,Ready to Move,Furnished,East,3988.0,54.0,5
3 BHK Apartment for Sale in Dindoli Surat,Super Area,1900.0,New Property,Poss. by Dec '24,Unfurnished,East,2800.0,53.2,7
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1320.0,New Property,Poss. by Nov '25,Unfurnished,East,3973.0,52.4,10
3 BHK  House for Sale in Jahangir Pura Surat,Carpet Area,93.0,Resale,Ready to Move,Unfurnished,East,4700.0,80.0,5
3 BHK Apartment for Sale in Parley Point Surat,Carpet Area,1450.0,Resale,Ready to Move,Furnished,East,4114.0,72.0,7
2 BHK Apartment for Sale in Vesu Surat,Super Area,1310.0,Resale,Ready to Move,Furnished,East,6031.0,79.0,13
2 BHK Villa for Sale in Adajan Surat,Carpet Area,80.0,Resale,Ready to Move,Unfurnished,East,9900.0,99.0,5
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1861.0,New Property,Poss. by Feb '25,Unfurnished,East,4299.0,80.0,7
2 BHK Apartment for Sale in sanctum Surat,Super Area,1340.0,Resale,Ready to Move,Semi-Furnished,East,4179.0,56.0,1
3 BHK  House for Sale in Jahangirabad Surat,Carpet Area,70.0,Resale,Ready to Move,Unfurnished,East,4700.0,85.0,5
2 BHK  House for Sale in Adajan Surat,Carpet Area,1500.0,Resale,Ready to Move,Semi-Furnished,South,13393.0,75.0,1
3 BHK Apartment for Sale in Vesu Surat,Carpet Area,935.0,New Property,Ready to Move,Unfurnished,East,4888.0,83.1,8
2 BHK Apartment for Sale in Althan Surat,Carpet Area,701.0,Resale,Ready to Move,Unfurnished,East,4070.0,51.9,5
2 BHK Apartment for Sale in Pal Surat,Super Area,1650.0,Resale,Ready to Move,Unfurnished,East,4242.0,70.0,2
2 BHK Apartment for Sale in Parley Point Surat,Carpet Area,850.0,Resale,Ready to Move,Semi-Furnished,East,4385.0,57.0,6
2 BHK Apartment for Sale in Pal Surat,Super Area,1206.0,New Property,Poss. by Nov '25,Unfurnished,East,4271.0,51.5,6
3 BHK Apartment for Sale in Adajan Surat,Super Area,1375.0,Resale,Ready to Move,Unfurnished,East,4364.0,60.0,5
2 BHK Apartment for Sale in Piplod Surat,Super Area,1380.0,Resale,Ready to Move,Semi-Furnished,East,4348.0,60.0,7
4 BHK  House for Sale in Kamrej Char Rasta Surat,Super Area,945.0,Resale,Ready to Move,Semi-Furnished,East,5503.0,52.0,2
  Showroom for Sale in Mandvi Surat,Super Area,550.0,Resale,Ready to Move,Unfurnished,East,14727.0,81.0,2
3 BHK  House for Sale in Kamrej Surat,Carpet Area,160.0,Resale,Ready to Move,Furnished,East,7905.0,74.0,1
3 BHK Apartment for Sale in Adajan Surat,Carpet Area,1820.0,New Property,Ready to Move,Furnished,South,3846.0,70.0,1
"2 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat",Super Area,1320.0,Resale,Poss. by Dec '25,Unfurnished,East,4167.0,55.0,20
  Plot/Land for Sale in Hirabag Surat,Plot Area,962.0,Resale,Ready to Move,Unfurnished,East,10395.0,1.0,5
3 BHK Apartment for Sale in Parley Point Surat,Carpet Area,1425.0,Resale,Ready to Move,Furnished,East,5217.0,90.0,6
2 BHK  House for Sale in Morarji Nagar Surat,Super Area,700.0,Resale,Ready to Move,Furnished,East,8571.0,60.0,2
2 BHK  House for Sale in Kamrej Road Surat,Carpet Area,1800.0,Resale,Ready to Move,Unfurnished,East,4193.0,78.5,5
2 BHK Apartment for Sale in Piplod Surat,Super Area,1350.0,Resale,Ready to Move,Unfurnished,East,5926.0,80.0,1
"3 BHK Apartment for Sale in WESTERN CITY, Adajan Surat",Super Area,1585.0,Resale,Ready to Move,Furnished,East,4101.0,65.0,1
"2 BHK Apartment for Sale in Western Heights, Pal Surat",Super Area,1280.0,Resale,Ready to Move,Semi-Furnished,East,3984.0,51.0,5
3 BHK  House for Sale in Green Park Society Surat,Carpet Area,800.0,Resale,Ready to Move,Unfurnished,Garden/Park,4365.0,55.0,5
  Shop for Sale in Vesu Surat,Super Area,440.0,Resale,Ready to Move,Unfurnished,East,15023.0,66.1,3
3 BHK  House for Sale in darpan row house Surat,Super Area,82.0,Resale,Ready to Move,Furnished,East,9630.0,85.0,1
3 BHK Apartment for Sale in Silver Spring Appartment Surat,Carpet Area,1500.0,Resale,Ready to Move,Furnished,Main Road,4121.0,75.0,2
3 BHK Apartment for Sale in Prassiddhi Apartment Surat,Carpet Area,1110.0,Resale,Ready to Move,Unfurnished,East,4700.0,55.0,7
4 BHK  House for Sale in Amroli Surat,Super Area,1950.0,Resale,Ready to Move,Unfurnished,East,3487.0,68.0,3
2 BHK Apartment for Sale in Athawa Lines Surat,Carpet Area,1450.0,Resale,Ready to Move,Furnished,East,5000.0,65.0,6
"  Office Space for Sale in Trade house, atthu Ghar street nanpura Surat",Super Area,1322.0,Resale,Ready to Move,Unfurnished,East,5295.0,70.0,2
  Plot/Land for Sale in Masma Village Surat,Plot Area,4050.0,Resale,Ready to Move,Unfurnished,East,1481.0,60.0,5
2 BHK  House for Sale in Olpad Sayan Road Surat,Super Area,1600.0,Resale,Ready to Move,Semi-Furnished,East,3438.0,55.0,1
4 BHK  House for Sale in Dindoli Surat,Super Area,1775.0,Resale,Ready to Move,Semi-Furnished,West,4056.0,72.0,2
  Office Space for Sale in Hari Pura Surat,Super Area,320.0,Resale,Ready to Move,Unfurnished,East,18750.0,60.0,2
4 BHK Apartment for Sale in Rajworld Residency Surat,Carpet Area,1650.0,Resale,Ready to Move,Semi-Furnished,East,4000.0,90.0,8
1 BHK  House for Sale in Rustampura Surat,Super Area,73.0,Resale,Ready to Move,Unfurnished,East,12726.0,1.0,1
3 BHK Apartment for Sale in Surat City Surat,Super Area,1800.0,Resale,Ready to Move,Semi-Furnished,East,4167.0,75.0,1
  Shop for Sale in Punagam Surat,Carpet Area,310.0,Resale,Ready to Move,Unfurnished,East,11354.0,52.0,4
  Plot/Land for Sale in NavYug College Surat,Plot Area,675.0,Resale,Ready to Move,Unfurnished,East,8593.0,58.0,5
3 BHK Apartment for Sale in Althan Surat,Carpet Area,1048.0,Resale,Ready to Move,Unfurnished,East,4611.0,86.0,3
3 BHK  House for Sale in Jahangirabad Surat,Carpet Area,72.0,New Property,Ready to Move,Unfurnished,East,112500.0,81.0,2
